,code,name
903,1130553500,미아동
904,3120053000,농소3동
905,4128154000,성사1동
906,4113153000,신흥3동
907,2641068000,구서1동
908,1121587000,구의3동
909,4223051000,남양동
910,1159060500,흑석동
911,4423025300,연무읍
912,1144060000,대흥동
913,2920061000,월곡2동
914,1174065000,성내2동
915,2729062400,상인1동
916,1156056000,당산2동
917,4127360000,선부3동
918,1114061500,신당동
919,4725055000,동문동
920,1120055000,사근동
921,4713061500,용강동
922,2914082100,금호1동
923,1150052000,등촌1동
924,3171026200,청량읍
925,4146355000,서농동
926,2911054500,동명동
927,2872036000,영흥면
928,3020058000,구즉동
929,4615063500,도사동
930,2920062400,첨단1동
931,4831031000,일운면
932,2811058500,동인천동
933,4215057200,포남2동
934,1153072000,고척1동
935,4211064000,효자3동
936,4713053000,황오동
937,4311173000,용암2동
938,4146559000,성복동
939,2818576100,연수1동
940,4713032000,양남면
941,4611075700,하당동
942,4580036000,변산면
943,2729064000,송현2동
944,5011055000,삼도1동
945,4715059500,대곡동
946,4159055000,반월동
947,4311256000,분평동
948,4511361100,우아1동
949,2820058300,만수6동
950,1130559500,번1동
951,4131059000,수택3동
952,4825053000,부원동
953,2720064000,대명9동
954,2626051000,수민동
955,4276036000,진부면
956,5013054000,천지동
957,2823764800,삼산2동
958,4817071500,신안동
959,4125053500,중앙동
960,4277025000,정선읍
961,2826053700,청라2동
962,4128162200,화정2동
963,4281025000,인제읍
964,4315060500,화산동
965,3020061000,원신흥동
966,2729057100,용산1동
967,4128555200,백석2동
968,4273033000,둔내면
969,2726068000,고산2동
970,4146351600,영덕1동
971,4713059000,선도동
972,1111064000,이화동
973,4211070500,신사우동
974,4577025000,순창읍
975,1154563000,독산3동
976,4163055000,회천3동
977,2617057000,수정2동
978,4128152000,원신동
979,4165052000,선단동
980,4141056000,금정동
981,1130564500,우이동
982,4146354000,기흥동
983,4122025900,청북읍
984,3111065000,성안동
985,4115058000,자금동
986,2635056000,송정동
987,4159058700,동탄3동
988,3011063000,가양2동
989,1162064500,서원동
990,4313033500,대소원면
991,4713066000,보덕동
992,4277025600,사북읍
993,1138058000,응암1동
994,2818578000,동춘1동
995,2726069000,고산3동
996,2723052600,칠성동
997,4514057000,동산동
998,4513070100,나운1동
999,1150064000,방화2동
1000,5013062000,예래동
1001,4113357000,상대원1동
1002,1135056000,월계1동
1003,1129070500,종암동
1004,4117154000,안양4동
1005,1162072500,조원동
1006,4833052000,삼성동
1007,4115054500,호원1동
1008,4872025000,의령읍
1009,4128163000,행주동
1010,1153051000,신도림동
1011,4514064700,영등2동
1012,4514059500,남중동
1013,4128551000,식사동
1014,4513070200,나운2동
